positive: b'RT @RandolphMlny: #Bitcoin #Satoshi #cryptocurrency #blockchain #Airdrop\nNew Airdrop #BTU \xf0\x9f\x93\xa2\n\n#BTU distributes 4 #BTU Tokens (~ 40 USD) \xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x92\xb0\xe2\x80\xa6',
neutral: b'https://t.co/vRh2LJt8Me',
positive: b'RT @iamjosephyoung: Legendary investor @TimDraper said the price of bitcoin will likely hit $250,000 by the end of 2022.\n\nMany investors in\xe2\x80\xa6',
neutral: b'El precio del Bitcoin: 6,468.61\xe2\x82\xac #bitcoin #elpreciodelbtc #criptomonedas',
positive: b'So the net effect of the Samsung news for bitcoin, if any, is that there will be more miners mining at a higher has\xe2\x80\xa6 https://t.co/KIzL92sPBT',
neutral: b'Robert Shiller, economista premiado com um Nobel, diz: "A bolha do Bitcoin durar\xc3\xa1 por mais algum tempo" https://t.co/vRh2LJKKaO',
neutral: b'Featuring a Foreword by Dameon D. Welch-Abernathy (a.k.a. PhoneBoy https://t.co/nJdaAovYlR #Cybersecurity #Bitcoin https://t.co/wO1m83WGTR',
neutral: b'RT @aantonop: What would you have done differently if you learned about the internet in 1991 instead of 2001? \n\nYou are among the tiny perc\xe2\x80\xa6',
neutral: b'Featuring a Foreword by Dameon D. Welch-Abernathy (a.k.a. PhoneBoy https://t.co/KwFwjL5p7e #Cybersecurity #Bitcoin https://t.co/A3JowEMrzk',
positive: b'RT @itzskizy: Other governments will settle down and build good schools,raise workers salaries, improve the quality of living of its citize\xe2\x80\xa6',
neutral: b'RT @cz_binance: Bitcoin price history. https://t.co/sC3zCcp379',
neutral: b'RT @arconaico: Arcona Ecosystem has been listed on @wiser_ICO \xe2\x9c\x8d\xef\xb8\x8f \n\n\xe2\x9c\x85 https://t.co/qRK77Xfbfg \n____\n#crypto #cryptocurrency #cryptocurrencie\xe2\x80\xa6',
neutral: b"RT @JOE_co_uk: Salah \xe2\x9a\xbd\nMane \xe2\x9a\xbd\nFirmino \xf0\x9f\x92\xaa\n\nLiverpool's attack are out of control \xf0\x9f\x95\xba https://t.co/ysMTeXM5W4",
